187.151.12.68 - - [13/Jun/2014:00:12:57 -0400] "GET /static/css/normalize.css HTTP/1.1" 500 33404 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:12:57 -0400] "GET /static/js/jquery-2.1.0.min.js HTTP/1.1" 500 33404 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:12:57 -0400] "GET /static/images/bm3.png HTTP/1.1" 500 60168 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:00 -0400] "GET /static/images/bm.ico HTTP/1.1" 500 59834 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET / HTTP/1.1" 200 1752 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET /static/css/normalize.css HTTP/1.1" 500 33404 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET /static/js/jquery-2.1.0.min.js HTTP/1.1" 500 33404 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET /static/css/style.css HTTP/1.1" 500 33404 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET /static/images/avatar.jpg HTTP/1.1" 500 60695 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET /static/images/bm3.png HTTP/1.1" 500 60623 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:01 -0400] "GET /static/js/f.js HTTP/1.1" 500 51840 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:03 -0400] "GET /var/www/djporta/media/proyectos/dalton_3.jpg HTTP/1.1" 404 2764 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:13:03 -0400] "GET /static/images/bm.ico HTTP/1.1" 500 59834 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:14:24 -0400] "GET /static/css/normalize.css HTTP/1.1" 500 60146 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:14:25 -0400] "GET /favicon.ico HTTP/1.1" 404 2665 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:00 -0400] "GET / HTTP/1.1" 200 1752 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:01 -0400] "GET /static/js/f.js HTTP/1.1" 404 1872 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:01 -0400] "GET /static/js/jquery-2.1.0.min.js HTTP/1.1" 404 1935 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:01 -0400] "GET /static/css/style.css HTTP/1.1" 404 1908 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:01 -0400] "GET /static/css/normalize.css HTTP/1.1" 404 1919 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:02 -0400] "GET /static/images/bm3.png HTTP/1.1" 404 1911 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:02 -0400] "GET /var/www/djporta/media/proyectos/dalton_3.jpg HTTP/1.1" 404 2763 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:02 -0400] "GET /static/images/avatar.jpg HTTP/1.1" 404 1902 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:02 -0400] "GET /static/images/bm.ico HTTP/1.1" 404 1889 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:06 -0400] "GET /static/css/normalize.css HTTP/1.1" 404 1901 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:08 -0400] "GET /favicon.ico HTTP/1.1" 404 2664 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:19:08 -0400] "GET /favicon.ico HTTP/1.1" 404 2664 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:20:05 -0400] "GET / HTTP/1.1" 200 1752 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:20:06 -0400] "GET /static/css/normalize.css HTTP/1.1" 200 2458 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
187.151.12.68 - - [13/Jun/2014:00:20:06 -0400] "GET /static/css/style.css HTTP/1.1" 200 2398 "http://jualjiman.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
